district_id,police_station_id,crime_category_id,incident_registered_date,count
KA-14,Gundlupete PS,Murder,2025-07-28,10
KA-14,Hunusur Town PS,Domestic Violence,2024-05-06,10
KA-19,Chitradurga Women PS,Cyber Crime,2023-10-02,10
KA-03,Bantwala Town PS,Kidnapping,2022-11-17,10
KA-10,Mangaluru South PS,Fraud,2022-07-17,10
KA-04,Turuvanur (Jogi) PS,Burglary,2024-12-19,10
KA-28,Besagaraghalli PS,Drug Offence,2023-11-27,10
KA-25,Vemagal PS,Kidnapping,2024-04-07,10
KA-29,Yelburga PS,Theft,2023-08-16,10
KA-21,Siruguppa PS,Cyber Crime,2025-03-03,10
KA-23,Bendigeri PS,Assault,2022-05-02,10
KA-28,Mahagoan PS,Robbery,2025-10-27,10
KA-04,Sadashivanagar PS,Assault,2023-11-28,10
KA-03,Subramanya Nagar PS,Fraud,2023-02-06,10
KA-16,Bilagi PS,Theft,2025-05-06,10
KA-19,Gokarna PS,Cyber Crime,2023-06-03,10
KA-13,Talakadu PS,Drug Offence,2024-05-02,10
KA-27,Raibag PS,Burglary,2023-11-21,10
KA-07,Hortti PS,Robbery,2023-03-28,10
KA-19,Gadag Women PS,Burglary,2025-07-22,10
KA-11,Chikkajala PS,Cyber Crime,2022-01-04,10
KA-20,Anavatti PS,Drug Offence,2022-06-28,10
KA-21,K.B. Cross PS,Drug Offence,2022-09-15,10
KA-28,Bagalur PS,Vehicle Theft,2023-11-07,10
KA-01,Khadebazar PS,Rioting,2024-11-21,10
KA-08,Hadagali PS,Assault,2024-12-24,10
KA-07,Belagavi Rural PS,Drug Offence,2022-06-15,10
KA-28,Saragur PS,Cyber Crime,2023-05-17,10
KA-06,Gabbur PS,Fraud,2024-05-26,10
KA-27,Marriyammanahalli PS,Robbery,2024-04-12,10
KA-12,Anavatti PS,Theft,2022-10-11,10
KA-21,Hassan CEN Crime PS,Burglary,2023-03-25,10
KA-26,Shahabad Town PS,Assault,2023-05-27,10
KA-23,Ramanagara Women PS,Cyber Crime,2023-09-17,10
KA-22,Kamakshipalya PS,Burglary,2024-05-12,10
KA-28,Gundlupete PS,Kidnapping,2023-02-25,10
KA-26,Bilagi PS,Drug Offence,2022-12-19,10
KA-11,Kodagu Women PS,Cyber Crime,2023-07-24,10
KA-16,Dhannura PS,Domestic Violence,2022-12-12,10
KA-28,Bindiganavile PS,Rioting,2023-04-08,10
KA-05,Peenya PS,Drug Offence,2023-08-08,10
KA-30,Chikkamagalur Women PS,Theft,2024-03-16,10
KA-16,Mahalingapur PS,Rioting,2022-03-01,10
KA-06,Mallanduru PS,Domestic Violence,2024-05-18,10
KA-05,Dibburahalli PS,Assault,2023-03-03,10
KA-20,Kalaburagi City CENCrime PS,Rioting,2025-11-03,10
KA-23,Bhadravathi Rural PS,Fraud,2025-02-08,10
KA-06,Dharwad Rural PS,Drug Offence,2025-12-17,10
KA-17,Chikkajala PS,Burglary,2023-10-28,10
KA-03,Sandur PS,Assault,2023-09-18,10
KA-27,Sadar Bazar PS,Burglary,2022-10-20,10
KA-14,Tumakur Rural PS,Rioting,2024-04-04,10
KA-30,Gokak Rural PS,Drug Offence,2024-10-03,10
KA-30,Hirehadagali PS,Kidnapping,2024-10-21,10
KA-06,Kundapura PS,Vehicle Theft,2023-08-18,10
KA-25,Devara Hipparagi PS,Robbery,2024-11-12,10
KA-09,Kalasa PS,Murder,2022-09-18,10
KA-06,Vibanagara PS,Drug Offence,2022-01-04,10
KA-25,Yamakanmardi PS,Domestic Violence,2025-01-11,10
KA-22,Mico Layout PS,Rioting,2024-10-20,10
KA-25,Honnali PS,Kidnapping,2025-09-10,10
KA-02,CEN Crime PS Mysuru City,Murder,2022-04-21,10
KA-16,Byappanahalli PS,Domestic Violence,2024-10-19,10
KA-07,Bidadi PS,Drug Offence,2024-08-26,10
KA-05,Sampigehalli PS,Drug Offence,2022-08-20,10
KA-22,City Market PS,Kidnapping,2024-08-14,10
KA-23,Bendigeri PS,Rioting,2022-05-02,10
KA-06,Ron PS,Theft,2023-07-24,10
KA-21,Mysore South PS,Cyber Crime,2025-12-13,10
KA-08,Belagavi City Women PS,Burglary,2024-09-10,10
KA-17,Konaje PS,Kidnapping,2023-02-28,10
KA-24,Tekkalkota PS,Robbery,2022-03-15,10
KA-22,Kamakshipalya PS,Vehicle Theft,2024-05-12,10
KA-26,Kapu PS,Fraud,2022-07-07,10
KA-01,Chikkaballapura CEN Crime PS,Robbery,2022-10-25,9
KA-19,Shankarpura PS,Burglary,2025-08-12,9
KA-13,Devalagangapur PS,Domestic Violence,2022-05-25,9
KA-20,Bendigeri PS,Kidnapping,2022-02-04,9
KA-29,Kollegala Town PS,Drug Offence,2024-09-11,9
KA-22,Shakti Nagar PS,Rioting,2025-12-15,9
KA-05,Khadakalat PS,Domestic Violence,2024-08-02,9
KA-18,Subramanya Nagar PS,Drug Offence,2024-11-07,9
KA-01,Chikkaballapura CEN Crime PS,Kidnapping,2022-10-25,9
KA-14,Marriyammanahalli PS,Assault,2024-01-07,9
KA-10,Viveknagar PS,Robbery,2025-10-07,9
KA-30,Guttal PS,Rioting,2024-11-08,9
KA-06,Madanahipparga PS,Robbery,2024-09-03,9
KA-01,Lingasugur PS,Cyber Crime,2025-10-23,9
KA-17,Shakti Nagar PS,Fraud,2024-11-03,9
KA-02,Talakadu PS,Fraud,2023-07-11,9
KA-17,Balur PS,Robbery,2023-07-02,9
KA-18,Bellanduru PS,Fraud,2022-04-18,9
KA-06,Chitradurga Women PS,Rioting,2025-02-05,9
KA-06,Kapu PS,Cyber Crime,2025-06-22,9
KA-08,Mico Layout PS,Fraud,2022-10-05,9
KA-11,Byndoor PS,Theft,2023-12-10,9
KA-29,Kamalanagar PS,Kidnapping,2025-10-11,9
KA-25,Gandhi Chowk PS,Murder,2022-05-28,9
KA-05,Yadgir Rural PS,Rioting,2024-12-16,9
KA-31,Bengaluru Dist Women PS,Cyber Crime,2024-01-24,9
KA-10,Bailhongal PS,Vehicle Theft,2024-08-04,9
KA-24,Chandra Layout PS,Cyber Crime,2024-09-04,9
KA-19,Alur PS,Fraud,2025-06-22,9
KA-04,Santhebennur PS,Robbery,2022-11-21,9
KA-20,Udayagiri PS,Assault,2024-07-21,9
KA-07,Mallanduru PS,Murder,2023-12-27,9
KA-06,Raibag PS,Cyber Crime,2024-03-27,9
KA-01,Chikkaballapura CEN Crime PS,Domestic Violence,2022-10-25,9
KA-10,Chikkamagalur Women PS,Kidnapping,2025-08-02,9
KA-13,Badavanahalli PS,Theft,2022-02-02,9
KA-24,Avalahally PS,Burglary,2023-08-28,9
KA-17,Gundlupete PS,Burglary,2022-08-27,9
KA-13,Devalagangapur PS,Cyber Crime,2023-09-08,9
KA-25,Raibag PS,Rioting,2023-10-19,9
KA-20,Revoor PS,Kidnapping,2025-06-01,9
KA-05,Tekkalkota PS,Rioting,2022-09-03,9
KA-22,Srirangapatna PS,Robbery,2024-09-18,9
KA-01,Govindaraja Nagar PS,Robbery,2024-04-24,9
KA-31,Bemalkhed PS,Fraud,2025-06-22,9
KA-14,Bendigeri PS,Robbery,2024-08-22,9
KA-08,Yadgir Rural PS,Theft,2022-03-16,9
KA-15,Bidar Women PS,Rioting,2024-02-27,9
KA-28,Viveknagar PS,Murder,2024-03-08,9
KA-23,Kasabapeth PS,Murder,2023-08-22,9
KA-20,Belagavi City Women PS,Robbery,2023-03-04,9
KA-19,Konanakunte PS,Kidnapping,2022-04-19,9
KA-07,Dhannura PS,Cyber Crime,2023-05-03,9
KA-24,Madanahipparga PS,Fraud,2022-03-04,9
KA-11,Ranebennur Town PS,Theft,2023-02-24,9
KA-07,Udayagiri PS,Assault,2023-06-07,9
KA-12,Mandya West PS,Assault,2023-11-04,9
KA-08,Bilagi PS,Assault,2023-02-21,9
KA-15,Santemaralli PS,Vehicle Theft,2025-06-25,9
KA-14,Gadag Women PS,Drug Offence,2022-08-21,9
KA-17,Surathkal PS,Robbery,2024-07-22,9
KA-22,Sathanuru PS,Rioting,2024-05-14,9
KA-06,Shankarpura PS,Kidnapping,2024-08-09,9
KA-04,Ponnampet PS,Vehicle Theft,2024-11-26,9
KA-13,Vyalikaval PS,Fraud,2024-07-18,9
KA-25,Channapatna Town PS,Burglary,2023-08-16,9
KA-30,Tumkur CEN Crime PS,Kidnapping,2022-04-02,9
KA-13,Devalagangapur PS,Vehicle Theft,2022-05-25,9
KA-22,Turuvanur (Jogi) PS,Vehicle Theft,2025-09-01,9
KA-30,Sagara Town PS,Domestic Violence,2022-04-06,9
KA-11,Dharmasthala PS,Fraud,2024-01-12,9
KA-10,Turvihal PS,Drug Offence,2025-02-27,9
KA-10,Viveknagar PS,Domestic Violence,2025-10-07,9
KA-04,Bellanduru PS,Cyber Crime,2025-08-24,9
KA-17,Konaje PS,Assault,2023-02-28,9
KA-15,Tiptur Town PS,Kidnapping,2024-08-20,9
KA-31,Ranebennur Town PS,Murder,2024-08-02,9
KA-20,Udayagiri PS,Fraud,2024-07-21,9
KA-04,K.R. Nagar PS,Fraud,2022-12-19,9
KA-18,Turvihal PS,Vehicle Theft,2025-10-27,9
KA-08,Tekkalkota PS,Rioting,2022-03-28,9
KA-08,Vijayanagar PS,Theft,2025-05-19,9
KA-06,Sathanuru PS,Vehicle Theft,2023-02-22,9
KA-29,Kamalanagar PS,Cyber Crime,2025-10-11,9
KA-25,Humnabad PS,Assault,2024-01-17,9
KA-21,Bhadravathi Rural PS,Vehicle Theft,2023-07-12,9
KA-30,Dhannura PS,Burglary,2022-04-22,9
KA-25,Kushalnagar Town PS,Assault,2023-06-24,9
KA-27,Avalahally PS,Rioting,2022-01-04,9
KA-05,Naragund PS,Drug Offence,2024-01-10,9
KA-19,Sampigehalli PS,Assault,2024-03-04,9
KA-21,East CEN Crime PS,Domestic Violence,2024-10-09,9
KA-31,Malpe PS,Cyber Crime,2024-07-08,9
KA-19,Mangaluru North PS,Rioting,2024-10-25,9
KA-21,Shahabad Town PS,Drug Offence,2024-06-03,9
KA-09,Ranebennur Town PS,Theft,2023-12-14,9
KA-06,Chitradurga Women PS,Kidnapping,2025-02-05,9
KA-21,Konanakunte PS,Drug Offence,2022-08-16,9
KA-22,Idapanur PS,Theft,2025-12-28,9
KA-24,Jayaprakash Nagar PS,Kidnapping,2023-09-07,9
KA-07,Lakkavalli PS,Fraud,2025-02-11,9
KA-08,Napoklu PS,Robbery,2023-04-21,9
KA-29,Shanthapur PS,Assault,2025-08-02,9
KA-11,City Market PS,Fraud,2025-10-05,9
KA-27,Belagavi City Women PS,Assault,2024-07-10,9
KA-04,Alur PS,Theft,2024-05-19,9
KA-14,Arakere PS,Drug Offence,2023-08-08,9
KA-12,Jalhalli PS,Rioting,2025-03-05,9
KA-01,Commercial Street PS,Domestic Violence,2024-10-20,9
KA-05,Vemagal PS,Domestic Violence,2022-01-16,9
KA-06,Koratagere PS,Domestic Violence,2023-01-11,9
KA-22,Idapanur PS,Cyber Crime,2025-12-28,9
KA-24,Lingasugur PS,Theft,2023-02-09,9
KA-30,Yamakanmardi PS,Robbery,2025-04-07,9
KA-31,Malpe PS,Murder,2024-07-08,9
KA-13,Gowribidanur Rural PS,Fraud,2022-07-16,9
KA-02,Jewargi PS,Burglary,2022-06-01,9
KA-12,Chandrashekarpura PS,Cyber Crime,2022-08-06,9
KA-05,Shanthapur PS,Vehicle Theft,2025-03-28,9
KA-25,Jigani PS,Cyber Crime,2023-03-08,9
KA-23,Tiptur Town PS,Rioting,2024-03-22,9
KA-16,Mahalingapur PS,Domestic Violence,2022-03-01,9
KA-12,Ponnampet PS,Kidnapping,2025-03-25,9
KA-14,Turuvkere PS,Murder,2025-10-04,9
KA-22,Kanakagiri PS,Assault,2022-11-22,9
KA-15,Banavasi PS,Murder,2024-09-12,9
KA-10,P.D. Halli PS,Assault,2025-12-16,9
KA-31,Commercial Street PS,Theft,2024-10-27,9
KA-10,Chigateri PS,Rioting,2025-05-21,9
KA-19,Mico Layout PS,Drug Offence,2022-02-25,9
KA-14,Turvihal PS,Theft,2024-02-01,9
KA-09,Shikaripura Rural PS,Vehicle Theft,2022-11-22,9
KA-28,Shivajinagar PS,Robbery,2022-08-08,9
KA-26,K.B. Cross PS,Domestic Violence,2024-03-26,9
KA-15,Shikaripura Rural PS,Burglary,2022-03-15,9
KA-05,Yelburga PS,Domestic Violence,2025-04-19,9
KA-05,Teradal PS,Fraud,2025-10-12,9
KA-22,Kanakagiri PS,Rioting,2022-11-22,9
KA-04,Sagara Town PS,Fraud,2023-07-20,9
KA-09,Abbinahole PS,Domestic Violence,2022-08-13,9
KA-23,Shahapura PS,Rioting,2023-05-11,9
KA-10,Udupi Women PS,Vehicle Theft,2025-08-05,9
KA-03,Govindaraja Nagar PS,Domestic Violence,2025-12-22,9
KA-15,Ramnagar PS,Fraud,2024-12-02,9
KA-16,Shahapur PS,Kidnapping,2022-04-01,9
KA-12,Gownapalli PS,Drug Offence,2024-04-21,9
KA-05,Banavasi PS,Kidnapping,2025-01-19,9
KA-03,Hebbal PS,Drug Offence,2022-01-06,9
KA-08,Jayanagar PS,Vehicle Theft,2022-08-04,9
KA-12,Jayaprakash Nagar PS,Robbery,2022-03-14,9
KA-24,Chandra Layout PS,Vehicle Theft,2024-09-04,9
KA-19,Chandrashekarpura PS,Domestic Violence,2024-08-17,9
KA-19,Santemaralli PS,Murder,2025-07-02,9
KA-10,Mysore South PS,Domestic Violence,2022-02-28,9
KA-17,Viveknagar PS,Vehicle Theft,2024-03-27,9
KA-23,Khadakalat PS,Assault,2023-02-01,9
KA-09,CEN Crime PS Mysuru City,Rioting,2023-03-13,9
KA-13,Mandya Rural PS,Cyber Crime,2022-12-13,9
KA-12,Mannalli PS,Robbery,2023-03-04,9
KA-23,Belagavi Rural PS,Assault,2025-07-23,9
KA-09,Bankapura PS,Rioting,2022-05-04,9
KA-18,Sadashivanagar PS,Burglary,2022-07-22,9
KA-24,Hullahalli PS,Rioting,2023-08-21,9
KA-11,Yelahanka PS,Assault,2024-01-28,9
KA-21,Chowka PS,Drug Offence,2024-06-01,9
KA-13,Raichur Women PS,Kidnapping,2024-06-28,9
KA-30,Ramnagar PS,Kidnapping,2024-05-17,9
KA-03,Ghantikeri PS,Assault,2022-03-21,9
KA-16,Turuvanur (Jogi) PS,Cyber Crime,2024-06-20,9
KA-29,Udupi Women PS,Assault,2025-11-19,9
KA-14,Whitefield PS,Rioting,2025-05-15,9
KA-13,Badavanahalli PS,Assault,2022-02-02,9
KA-20,Kanakagiri PS,Drug Offence,2022-09-13,9
KA-23,Udayagiri PS,Rioting,2025-04-23,9
KA-31,Malpe PS,Kidnapping,2024-07-08,9
KA-05,Vidyaranyarpuram PS,Domestic Violence,2022-07-17,9
KA-04,Hariharapura PS,Theft,2025-08-12,9
KA-28,Belur PS,Rioting,2022-11-21,9
KA-10,Nelamangala Town PS,Robbery,2023-12-24,9
KA-20,Shahapura PS,Assault,2023-08-01,9
KA-17,Champion Reefs  PS,Theft,2023-01-05,9
KA-25,Mangaluru South PS,Cyber Crime,2023-08-08,9
KA-20,Bendigeri PS,Robbery,2022-02-04,9
KA-29,Srimangala PS,Rioting,2023-12-17,9
KA-22,Yelburga PS,Domestic Violence,2023-11-02,9
KA-31,Hebbal PS,Rioting,2025-08-24,9
KA-04,Dhannura PS,Rioting,2024-12-13,9
KA-20,Shahapura PS,Cyber Crime,2023-08-01,9
KA-16,Huliyar PS,Assault,2025-05-26,9
KA-26,Guttal PS,Kidnapping,2023-03-20,9
KA-17,Mico Layout PS,Rioting,2024-04-17,9
KA-29,Kodigehalli PS,Kidnapping,2025-07-02,9
KA-05,Chikkanayakanahalli PS,Murder,2023-11-01,9
KA-17,Betageri Extention PS,Robbery,2025-03-07,9
KA-31,Maddur PS,Cyber Crime,2022-11-09,9
KA-27,Raibag PS,Fraud,2023-09-22,9
KA-16,Chandrashekarpura PS,Cyber Crime,2024-01-18,9
KA-16,Kempegowda Nagar PS,Theft,2024-10-25,9
KA-07,Surathkal PS,Theft,2025-04-18,9
KA-20,Doddaballapura Rural PS,Rioting,2023-10-28,9
KA-04,Khadebazar PS,Fraud,2023-11-25,9
KA-09,Subramanya Nagar PS,Theft,2025-04-17,9
KA-20,Sakkaraya Patna PS,Murder,2025-01-04,9
KA-13,Tumkur CEN Crime PS,Theft,2023-06-01,9
KA-15,Ramanagara Women PS,Cyber Crime,2024-02-20,9
KA-15,Yeregera PS,Fraud,2025-05-14,9
KA-14,Badavanahalli PS,Burglary,2024-05-15,9
KA-17,Kamakshipalya PS,Burglary,2024-11-10,9
KA-28,Mambali PS,Kidnapping,2025-03-11,9
KA-24,Brahmavar PS,Vehicle Theft,2025-10-08,9
KA-23,K.R. Pet Town PS,Murder,2024-08-12,9
KA-12,Gowribidanur Rural PS,Kidnapping,2022-02-10,9
KA-16,Manna Ekhelli PS,Rioting,2023-11-10,9
KA-05,Kutta PS,Drug Offence,2025-11-19,9
KA-27,K.T.J Nagar PS,Robbery,2024-01-15,9
KA-09,Navalgund PS,Murder,2025-02-04,9
KA-24,Hospet Town PS,Domestic Violence,2025-09-16,9
KA-19,Konanakunte PS,Murder,2022-04-19,9
KA-06,Peenya PS,Burglary,2022-02-13,9
KA-18,Dandeli Town PS,Theft,2025-07-02,9
KA-13,Mangalapet Market PS,Murder,2025-02-15,9
KA-17,Varthur PS,Rioting,2024-06-02,9
KA-18,Jigani PS,Kidnapping,2023-10-20,9
KA-18,APMC Navanagar,Kidnapping,2025-01-19,9
KA-24,V.V. Puram PS,Burglary,2022-02-18,9
KA-17,Viveknagar PS,Theft,2022-02-20,9
KA-06,Dandeli Town PS,Fraud,2024-03-09,9
KA-08,Tumkur CEN Crime PS,Theft,2023-03-05,9
KA-22,Kapu PS,Burglary,2023-02-19,9
KA-03,Gadag CEN Crime PS,Fraud,2025-03-03,9
KA-02,Kampli PS,Rioting,2025-06-14,9
KA-15,Chikkajala PS,Burglary,2022-06-26,9
KA-01,Huliyar PS,Murder,2024-07-19,9
KA-05,Bhadravathi Old Town PS,Burglary,2024-07-04,9
KA-15,Napoklu PS,Robbery,2023-03-12,9
KA-02,Tiptur Town PS,Theft,2023-07-03,9
KA-28,Golgumbaz PS,Rioting,2023-05-25,9
KA-30,Hosahalli PS,Drug Offence,2023-05-28,9
KA-07,Koppal Rural PS,Assault,2023-01-06,9
KA-25,Betageri Extention PS,Cyber Crime,2022-02-04,9
KA-13,Idapanur PS,Kidnapping,2022-09-15,9
KA-21,Hassan CEN Crime PS,Fraud,2023-03-25,9
KA-25,Kasabapeth PS,Vehicle Theft,2024-04-06,9
KA-08,Belagavi Rural PS,Murder,2024-02-23,9
KA-29,Hebri PS,Robbery,2024-03-02,9
KA-24,Kushnoor PS,Kidnapping,2024-03-11,9
KA-29,Vyalikaval PS,Vehicle Theft,2022-10-26,9
KA-29,Hebri PS,Vehicle Theft,2024-03-02,9
KA-05,Bankapura PS,Robbery,2023-03-24,9
KA-05,Vemagal PS,Vehicle Theft,2022-01-16,9
KA-12,Kushnoor PS,Fraud,2023-06-23,9
KA-27,Marriyammanahalli PS,Drug Offence,2024-04-12,9
KA-09,Kamasamudram PS,Fraud,2022-02-27,9
KA-26,Bengaluru Dist Women PS,Drug Offence,2025-02-20,9
KA-10,Kodigehalli PS,Assault,2025-11-14,9
KA-27,Govindaraja Nagar PS,Vehicle Theft,2024-04-13,9
KA-05,Andersonpet PS,Domestic Violence,2025-01-08,9
KA-04,Ashoknagar PS,Cyber Crime,2023-12-03,9
KA-14,Badavanahalli PS,Cyber Crime,2024-05-15,9
KA-29,Vemagal PS,Rioting,2023-05-12,9
KA-06,Hirisave PS,Assault,2024-12-21,9
KA-26,Raichur Women PS,Theft,2022-04-22,9
KA-20,Navalgund PS,Cyber Crime,2025-09-12,9
KA-20,Kanakagiri PS,Cyber Crime,2022-09-13,9
KA-31,Vyalikaval PS,Drug Offence,2025-11-04,9
KA-01,Udupi Women PS,Domestic Violence,2024-07-14,9
KA-07,Sadar Bazar PS,Murder,2024-11-01,9
KA-21,Malavalli Town PS,Murder,2022-11-08,9
KA-27,Gokarna PS,Robbery,2023-03-13,9
KA-15,Byatarayanapura PS,Vehicle Theft,2024-05-14,9
KA-24,Byndoor PS,Cyber Crime,2023-11-07,9
KA-09,Bellanduru PS,Theft,2022-03-26,9
KA-17,Naragund PS,Fraud,2025-09-24,9
KA-18,Santhebennur PS,Rioting,2024-05-18,9
KA-29,CEN Crime PS Mysuru City,Vehicle Theft,2024-07-27,9
KA-11,Besagaraghalli PS,Kidnapping,2022-04-17,9
KA-13,Alur PS,Drug Offence,2025-04-10,9
KA-14,Arakere PS,Theft,2023-08-08,9
KA-08,Peresandra PS,Murder,2024-02-08,9
KA-12,Bantwala Town PS,Theft,2023-05-12,9
KA-06,Udupi Women PS,Cyber Crime,2024-04-02,9
KA-17,Belagavi Rural PS,Robbery,2023-01-19,9
KA-24,SouthEast CEN Crime PS,Rioting,2025-03-23,9
KA-16,Jayanagar PS,Domestic Violence,2025-11-12,9
KA-12,Kushnoor PS,Domestic Violence,2023-06-23,9
KA-27,Hadagali PS,Drug Offence,2023-06-21,9
KA-14,Kuknoor PS,Drug Offence,2022-04-27,9
KA-07,Arakere PS,Robbery,2025-07-07,9
KA-26,Chowka PS,Burglary,2022-07-07,9
KA-27,Kalasipalya PS,Domestic Violence,2023-10-10,9
KA-12,Kushnoor PS,Robbery,2025-07-02,9
KA-13,Malur PS,Murder,2022-10-23,9
KA-16,Bellanduru PS,Murder,2025-05-09,9
KA-28,Kudur PS,Theft,2022-07-26,9
KA-15,Mandya West PS,Burglary,2023-03-19,9
KA-27,Ballari Rural PS,Fraud,2024-02-08,9
KA-26,Kushnoor PS,Rioting,2024-11-16,9
KA-07,Sampigehalli PS,Assault,2025-01-04,9
KA-07,Gokak Rural PS,Murder,2025-06-09,9
KA-25,Vemagal PS,Rioting,2024-04-07,9
KA-04,Kalasipalya PS,Assault,2025-09-03,9
KA-06,Sringeri PS,Kidnapping,2025-06-09,9
KA-12,Bailhongal PS,Drug Offence,2024-01-20,9
KA-08,Peresandra PS,Robbery,2024-02-08,9
KA-11,Kollegala Town PS,Theft,2024-11-20,9
KA-17,Tumakur Rural PS,Drug Offence,2025-09-04,9
KA-11,Mallanduru PS,Burglary,2023-08-14,9
KA-07,Belur PS,Drug Offence,2022-03-17,9
KA-10,Kamasamudram PS,Vehicle Theft,2025-01-16,9
KA-22,Vemagal PS,Cyber Crime,2023-07-25,9
KA-29,Doddaballapura Rural PS,Assault,2024-05-22,9
KA-18,V.V. Puram PS,Burglary,2025-11-24,9
KA-29,Yeregera PS,Cyber Crime,2024-11-11,9
KA-26,Vidyaranyarpuram PS,Drug Offence,2022-10-14,9
KA-13,Shanthapur PS,Robbery,2022-04-18,9
KA-04,Vibanagara PS,Rioting,2025-10-04,9
KA-13,K.T.J Nagar PS,Drug Offence,2023-08-07,9
KA-03,Manna Ekhelli PS,Domestic Violence,2024-04-04,9
KA-14,Sakkaraya Patna PS,Robbery,2022-10-25,9
KA-22,Arakere PS,Vehicle Theft,2025-07-09,9
KA-11,Mangaluru North PS,Fraud,2022-02-22,9
KA-31,Mandya West PS,Rioting,2023-03-04,9
KA-02,Bidadi PS,Assault,2022-10-18,9
KA-02,Vemagal PS,Kidnapping,2024-05-18,9
KA-09,Madiwala PS,Assault,2024-02-16,9
KA-08,Udupi CEN Crime PS,Cyber Crime,2022-06-19,9
KA-05,Kalaburagi City CENCrime PS,Murder,2025-10-28,9
KA-15,Kollegala Town PS,Robbery,2025-09-07,9
KA-23,Ramanagara Women PS,Vehicle Theft,2023-09-17,9
KA-21,Kodagu CEN Crime PS,Murder,2025-12-02,9
KA-01,Sandur PS,Fraud,2024-04-06,9
KA-10,Besagaraghalli PS,Assault,2024-11-22,9
KA-14,Mico Layout PS,Burglary,2023-04-24,9
KA-01,Khadebazar PS,Vehicle Theft,2024-11-21,9
KA-20,Yeregera PS,Theft,2025-10-22,9
KA-08,Jayaprakash Nagar PS,Kidnapping,2025-03-09,9
KA-26,Kencharlahalli PS,Theft,2023-11-25,9
KA-03,Raichur Women PS,Robbery,2022-06-22,9
KA-19,Gandasi PS,Murder,2022-04-16,9
KA-24,Belur PS,Domestic Violence,2023-04-24,9
KA-07,Kodagu Women PS,Fraud,2024-03-23,8
KA-10,Jayanagar PS,Cyber Crime,2025-10-12,8
KA-27,Bharathi Nagar PS,Burglary,2024-04-09,8
KA-22,Devalagangapur PS,Theft,2022-12-28,8
KA-06,Tumakur Rural PS,Theft,2023-09-14,8
KA-18,Avalahally PS,Rioting,2025-07-08,8
KA-07,Hariharapura PS,Kidnapping,2024-12-18,8
KA-17,Kodigehalli PS,Cyber Crime,2024-04-13,8
KA-08,Napoklu PS,Burglary,2023-04-21,8
KA-04,Hortti PS,Vehicle Theft,2024-12-07,8
KA-16,Ghantikeri PS,Robbery,2023-10-13,8
KA-11,Byndoor PS,Murder,2023-12-10,8
KA-29,Byatarayanapura PS,Burglary,2024-09-27,8
KA-03,Cowlbazar PS,Robbery,2023-07-19,8
KA-23,Talakadu PS,Robbery,2025-04-10,8
KA-08,Doddawad PS,Theft,2024-07-11,8
KA-17,Kamakshipalya PS,Fraud,2024-11-10,8
KA-24,Chandra Layout PS,Rioting,2024-09-04,8
KA-25,Gadag Women PS,Rioting,2025-05-26,8
KA-15,Chitradurga Women PS,Kidnapping,2024-10-12,8
KA-04,Lingasugur PS,Drug Offence,2023-02-06,8
KA-01,Mico Layout PS,Rioting,2025-09-27,8
KA-28,Gandhi Chowk PS,Robbery,2022-08-09,8
KA-15,Chamarajanagar Rural PS,Theft,2025-08-25,8
KA-12,Thalaghattapura PS,Burglary,2024-02-21,8
KA-20,Sakkaraya Patna PS,Kidnapping,2025-01-04,8
KA-27,Shahapur PS,Assault,2025-02-27,8
KA-13,Byndoor PS,Robbery,2023-07-22,8
KA-07,Kasabapeth PS,Assault,2022-04-11,8
KA-17,Betageri Extention PS,Theft,2025-07-21,8
KA-19,Gokarna PS,Robbery,2024-07-07,8
KA-13,Badavanahalli PS,Burglary,2022-02-02,8
KA-24,Doddawad PS,Murder,2025-02-11,8
KA-29,Belagavi City Women PS,Rioting,2024-10-05,8
KA-15,Hampi Tourism PS,Domestic Violence,2024-11-22,8
KA-17,Konaje PS,Theft,2023-02-28,8
KA-06,Hadagali PS,Assault,2022-02-11,8
KA-19,Gadag Women PS,Drug Offence,2025-07-22,8
KA-21,Shanthapur PS,Vehicle Theft,2024-03-19,8
KA-16,Gokak Rural PS,Drug Offence,2025-01-05,8
KA-26,Kencharlahalli PS,Kidnapping,2023-11-25,8
KA-16,Tavaregera PS,Drug Offence,2025-11-23,8
KA-08,Belagavi Rural PS,Rioting,2024-02-23,8
KA-09,Mangalapet Market PS,Domestic Violence,2023-05-01,8
KA-09,Mangalapet Market PS,Fraud,2023-05-01,8
KA-07,Managoli PS,Assault,2022-10-12,8
KA-28,Bendigeri PS,Drug Offence,2025-04-01,8
KA-04,Abbinahole PS,Rioting,2023-09-24,8
KA-17,K.R. Nagar PS,Assault,2022-08-06,8
KA-14,P.D. Halli PS,Assault,2025-11-04,8
KA-12,Udupi Women PS,Cyber Crime,2023-08-13,8
KA-09,Srimangala PS,Theft,2024-05-23,8
KA-01,Chikkamagalur Women PS,Theft,2025-04-26,8
KA-04,Sagara Town PS,Drug Offence,2023-07-20,8
KA-03,Vijayanagar PS,Rioting,2023-09-27,8
KA-17,Turuvkere PS,Domestic Violence,2024-10-20,8
KA-02,Udupi CEN Crime PS,Burglary,2024-08-17,8
KA-09,Bharathi Nagar PS,Cyber Crime,2025-01-24,8
KA-28,Doddawad PS,Vehicle Theft,2025-02-22,8
KA-26,Kamalanagar PS,Drug Offence,2025-11-14,8
